customer_id,account_age_days,avg_transaction_amount,transaction_frequency_per_week,historical_chargebacks,historical_refunds,home_city,home_country
CUST_04319,84,190.78,2.45,0,0,Ahmedabad,IN
CUST_04320,731,245.73,4.75,0,1,Ahmedabad,IN
CUST_04321,938,732.93,2.68,0,0,Ahmedabad,IN
CUST_04322,231,381.94,6.83,0,0,Ahmedabad,IN
CUST_04323,254,970.63,1.53,0,0,Bangalore,IN
CUST_04324,192,949.3,2.04,0,0,Hyderabad,IN
CUST_04325,1779,741.44,4.35,0,0,Chennai,IN
CUST_04326,370,849.8,3.12,0,0,Pune,IN
CUST_04327,1536,429.66,3.19,0,0,Bangalore,IN
CUST_04328,1154,1954.27,2.85,0,1,Pune,IN
CUST_04329,1196,137.29,4.58,0,1,Chennai,IN
CUST_04330,1078,1383.32,1.4,0,1,Mumbai,IN
CUST_04331,853,382.7,0.32,0,0,Bangalore,IN
CUST_04332,505,161.73,5.71,0,0,Delhi,IN
CUST_04333,1387,2302.08,1.38,0,0,Ahmedabad,IN
CUST_04334,1818,1215.76,1.38,0,0,Delhi,IN
CUST_04335,54,440.75,2.44,0,0,Hyderabad,IN
CUST_04336,1396,312.21,0.71,0,0,Pune,IN
CUST_04337,808,346.95,2.74,0,0,Delhi,IN
CUST_04338,1210,94.53,4.56,0,3,Hyderabad,IN
CUST_04339,1715,275.06,0.32,0,0,Delhi,IN
CUST_04340,315,181.37,3.0,0,0,Hyderabad,IN
CUST_04341,167,752.0,3.9,0,0,Mumbai,IN
CUST_04342,1702,1159.77,5.9,0,1,Ahmedabad,IN
CUST_04343,930,437.41,4.31,0,0,Ahmedabad,IN
CUST_04344,1217,422.83,0.8,0,0,Pune,IN
CUST_04345,675,902.41,3.47,0,1,Mumbai,IN
CUST_04346,1344,140.88,2.06,0,0,Mumbai,IN
CUST_04347,666,407.0,4.8,0,1,Ahmedabad,IN
CUST_04348,433,2215.98,1.28,0,1,Bangalore,IN
CUST_04349,1642,414.15,4.01,0,0,Mumbai,IN
CUST_04350,662,580.47,3.11,0,0,Pune,IN
CUST_04351,1524,313.32,7.12,0,0,Mumbai,IN
CUST_04352,1121,213.08,1.26,0,0,Delhi,IN
CUST_04353,190,213.71,0.65,0,0,Kolkata,IN
CUST_04354,523,430.3,1.76,0,1,Kolkata,IN
CUST_04355,492,346.61,2.47,0,0,Bangalore,IN
CUST_04356,183,234.86,0.55,0,0,Kolkata,IN
CUST_04357,1746,2273.24,1.77,0,0,Mumbai,IN
CUST_04358,334,403.03,6.77,0,0,Chennai,IN
CUST_04359,1597,843.24,5.52,0,0,Kolkata,IN
CUST_04360,584,982.74,3.24,0,2,Kolkata,IN
CUST_04361,247,1291.25,1.09,0,1,Bangalore,IN
CUST_04362,1006,235.74,2.07,0,2,Pune,IN
CUST_04363,1508,448.57,1.75,0,0,Kolkata,IN
CUST_04364,1851,136.86,3.11,0,0,Pune,IN
CUST_04365,736,1270.82,4.13,0,1,Bangalore,IN
CUST_04366,1705,490.26,4.12,1,1,Delhi,IN
CUST_04367,1050,537.23,1.74,0,0,Hyderabad,IN
CUST_04368,1003,449.54,4.74,0,0,Chennai,IN
CUST_04369,1814,830.56,0.75,0,0,Ahmedabad,IN
CUST_04370,976,422.07,1.3,0,0,Kolkata,IN
CUST_04371,1154,248.24,1.76,0,1,Pune,IN
CUST_04372,185,480.14,0.56,0,1,Kolkata,IN
CUST_04373,1661,725.23,0.75,0,0,Kolkata,IN
CUST_04374,1258,217.67,3.56,0,0,Hyderabad,IN
CUST_04375,890,2153.52,0.29,1,0,Bangalore,IN
CUST_04376,191,503.36,1.28,1,0,Kolkata,IN
CUST_04377,1052,778.49,2.85,0,0,Mumbai,IN
CUST_04378,1994,107.08,2.5,0,1,Hyderabad,IN
CUST_04379,1386,333.59,0.51,0,0,Ahmedabad,IN
CUST_04380,1327,765.19,4.12,0,0,Chennai,IN
CUST_04381,1907,618.35,2.11,0,1,Bangalore,IN
CUST_04382,1080,343.65,1.18,1,0,Ahmedabad,IN
CUST_04383,596,296.73,1.87,0,2,Delhi,IN
CUST_04384,896,364.91,2.08,0,0,Ahmedabad,IN
CUST_04385,1858,554.12,0.55,0,1,Delhi,IN
CUST_04386,616,325.22,3.66,0,0,Ahmedabad,IN
CUST_04387,262,752.86,2.03,0,0,Bangalore,IN
CUST_04388,1724,478.79,2.52,0,0,Pune,IN
CUST_04389,1072,490.1,1.81,0,1,Chennai,IN
CUST_04390,606,455.29,1.78,0,0,Kolkata,IN
CUST_04391,1129,464.8,1.6,0,0,Mumbai,IN
CUST_04392,1879,300.2,0.46,0,0,Delhi,IN
CUST_04393,1052,353.94,1.76,0,1,Mumbai,IN
CUST_04394,1046,315.19,4.28,0,0,Delhi,IN
CUST_04395,846,226.21,1.91,0,0,Kolkata,IN
CUST_04396,952,286.2,3.24,4,0,Delhi,IN
CUST_04397,728,374.69,13.53,0,0,Pune,IN
CUST_04398,1200,211.75,6.38,0,0,Pune,IN
CUST_04399,1575,595.48,4.57,0,1,Delhi,IN
CUST_04400,234,211.6,1.22,1,0,Mumbai,IN
CUST_04401,368,3938.9,3.88,0,0,Ahmedabad,IN
CUST_04402,1727,628.75,2.54,0,1,Bangalore,IN
CUST_04403,93,835.1,2.3,0,0,Kolkata,IN
CUST_04404,853,1106.14,1.85,0,1,Delhi,IN
CUST_04405,643,386.52,3.33,0,0,Pune,IN
CUST_04406,1552,2274.51,2.95,0,1,Ahmedabad,IN
CUST_04407,1278,1584.72,3.41,0,0,Ahmedabad,IN
CUST_04408,700,460.33,7.35,0,1,Pune,IN
CUST_04409,433,729.63,2.22,0,0,Bangalore,IN
CUST_04410,161,170.16,0.16,0,0,Bangalore,IN
CUST_04411,1786,665.36,0.96,0,1,Pune,IN
CUST_04412,889,159.62,2.95,0,0,Delhi,IN
CUST_04413,12,180.64,2.48,0,0,Mumbai,IN
CUST_04414,239,704.53,2.23,0,0,Kolkata,IN
CUST_04415,352,250.69,8.28,0,0,Mumbai,IN
CUST_04416,943,510.3,3.71,0,0,Ahmedabad,IN
CUST_04417,1780,383.38,3.39,0,0,Kolkata,IN
CUST_04418,621,391.71,3.15,0,0,Ahmedabad,IN
CUST_04419,1415,1523.28,3.24,0,0,Hyderabad,IN
CUST_04420,1648,1210.28,6.16,0,0,Kolkata,IN
CUST_04421,180,189.36,2.95,0,0,Pune,IN
CUST_04422,277,220.15,2.82,0,0,Bangalore,IN
CUST_04423,391,1525.91,3.94,0,1,Mumbai,IN
CUST_04424,1672,688.37,1.8,0,0,Delhi,IN
CUST_04425,1426,474.11,2.25,0,0,Mumbai,IN
CUST_04426,1760,470.52,3.6,0,0,Chennai,IN
CUST_04427,429,158.28,1.57,0,0,Mumbai,IN
CUST_04428,1329,288.74,0.52,0,0,Ahmedabad,IN
CUST_04429,1331,632.41,3.03,0,0,Bangalore,IN
CUST_04430,893,1136.24,3.55,0,0,Chennai,IN
CUST_04431,177,549.64,7.26,0,0,Chennai,IN
CUST_04432,1577,880.15,0.12,0,0,Pune,IN
CUST_04433,304,446.69,3.35,0,0,Ahmedabad,IN
CUST_04434,865,965.8,1.88,2,0,Ahmedabad,IN
CUST_04435,239,503.51,1.91,0,0,Mumbai,IN
CUST_04436,1849,119.13,0.66,0,0,Bangalore,IN
CUST_04437,1514,341.49,0.75,0,0,Bangalore,IN
CUST_04438,1974,243.99,3.63,0,0,Ahmedabad,IN
CUST_04439,966,950.74,2.76,0,0,Ahmedabad,IN
CUST_04440,1761,94.2,2.02,0,0,Mumbai,IN
CUST_04441,1199,905.35,7.07,0,0,Ahmedabad,IN
CUST_04442,413,377.16,2.29,0,1,Chennai,IN
CUST_04443,1167,178.9,3.6,0,0,Pune,IN
CUST_04444,105,550.79,0.68,0,0,Kolkata,IN
CUST_04445,17,424.54,2.45,0,1,Hyderabad,IN
CUST_04446,1292,717.93,4.08,0,0,Delhi,IN
CUST_04447,852,989.02,8.64,0,1,Kolkata,IN
CUST_04448,1510,1670.61,0.61,0,1,Ahmedabad,IN
CUST_04449,76,2055.43,2.4,0,1,Pune,IN
CUST_04450,819,460.78,10.0,4,0,Ahmedabad,IN
CUST_04451,1052,951.71,0.72,0,0,Ahmedabad,IN
CUST_04452,475,133.88,3.14,0,0,Ahmedabad,IN
CUST_04453,1082,487.62,1.74,0,0,Mumbai,IN
CUST_04454,865,545.88,0.63,1,1,Mumbai,IN
CUST_04455,1134,2285.06,2.82,0,0,Hyderabad,IN
CUST_04456,549,443.5,0.42,0,0,Delhi,IN
CUST_04457,1821,372.65,0.87,0,1,Kolkata,IN
CUST_04458,240,1080.86,5.49,2,0,Ahmedabad,IN
CUST_04459,1276,1278.23,7.93,0,0,Ahmedabad,IN
CUST_04460,919,617.78,5.95,0,0,Hyderabad,IN
CUST_04461,43,774.53,1.34,0,2,Kolkata,IN
CUST_04462,590,815.54,2.21,0,1,Bangalore,IN
CUST_04463,962,615.96,2.89,0,0,Chennai,IN
CUST_04464,898,470.59,0.06,0,0,Hyderabad,IN
CUST_04465,1040,463.59,1.14,0,1,Chennai,IN
CUST_04466,1204,630.97,1.85,0,1,Chennai,IN
CUST_04467,1888,955.43,1.49,0,0,Hyderabad,IN
CUST_04468,269,500.8,1.05,0,0,Ahmedabad,IN
CUST_04469,1481,975.29,1.06,0,1,Pune,IN
CUST_04470,1966,541.72,7.38,0,0,Kolkata,IN
CUST_04471,1707,387.78,0.51,0,0,Kolkata,IN
CUST_04472,1631,887.27,0.18,0,1,Hyderabad,IN
CUST_04473,1638,1517.64,5.65,0,0,Ahmedabad,IN
CUST_04474,1274,1060.68,1.06,0,0,Bangalore,IN
CUST_04475,579,144.23,1.69,0,1,Chennai,IN
CUST_04476,1367,1631.02,2.84,0,0,Delhi,IN
CUST_04477,265,819.59,7.68,0,0,Ahmedabad,IN
CUST_04478,409,847.43,6.42,0,0,Bangalore,IN
CUST_04479,1241,297.1,5.73,2,2,Bangalore,IN
CUST_04480,207,723.36,2.83,0,0,Ahmedabad,IN
CUST_04481,1932,176.35,0.65,2,1,Kolkata,IN
CUST_04482,622,931.68,2.2,0,0,Ahmedabad,IN
CUST_04483,429,1287.68,1.82,0,0,Chennai,IN
CUST_04484,38,529.52,1.0,0,0,Mumbai,IN
CUST_04485,1805,323.92,1.69,0,0,Hyderabad,IN
CUST_04486,732,793.1,3.09,0,0,Pune,IN
CUST_04487,358,433.85,1.05,0,0,Bangalore,IN
CUST_04488,1653,1724.67,0.52,0,0,Mumbai,IN
CUST_04489,692,224.96,0.48,0,0,Delhi,IN
CUST_04490,234,815.58,0.85,0,0,Kolkata,IN
CUST_04491,248,138.64,1.34,0,0,Chennai,IN
CUST_04492,997,321.86,7.21,0,1,Chennai,IN
CUST_04493,697,346.42,4.8,4,0,Pune,IN
CUST_04494,1576,579.52,2.15,0,0,Hyderabad,IN
CUST_04495,1578,604.23,6.04,3,1,Mumbai,IN
CUST_04496,1836,824.41,2.98,0,0,Pune,IN
CUST_04497,1748,518.35,3.84,0,0,Bangalore,IN
CUST_04498,1447,115.35,4.47,1,0,Delhi,IN
CUST_04499,1898,889.34,0.2,0,0,Mumbai,IN
CUST_04500,1637,630.85,0.99,0,0,Ahmedabad,IN
CUST_04501,1972,555.18,2.54,0,1,Ahmedabad,IN
CUST_04502,1997,740.93,2.74,5,3,Delhi,IN
CUST_04503,1601,315.03,1.79,6,1,Delhi,IN
CUST_04504,1687,1003.07,1.88,0,0,Delhi,IN
CUST_04505,1039,988.12,7.08,0,0,Mumbai,IN
CUST_04506,343,221.78,1.44,0,0,Delhi,IN
CUST_04507,1784,459.43,1.65,0,1,Delhi,IN
CUST_04508,1866,1393.1,2.38,0,0,Chennai,IN
CUST_04509,322,210.84,3.97,0,0,Hyderabad,IN
CUST_04510,1451,2695.02,2.0,0,0,Pune,IN
CUST_04511,1561,630.89,0.85,0,0,Ahmedabad,IN
CUST_04512,1501,1228.25,1.21,0,0,Ahmedabad,IN
CUST_04513,316,230.56,1.93,0,1,Delhi,IN
CUST_04514,686,211.82,3.46,0,1,Hyderabad,IN
CUST_04515,252,479.73,2.71,0,0,Bangalore,IN
CUST_04516,900,739.68,0.59,0,0,Chennai,IN
CUST_04517,1576,103.46,2.04,0,0,Kolkata,IN
CUST_04518,503,644.14,4.81,0,0,Mumbai,IN
CUST_04519,700,489.7,6.01,0,0,Ahmedabad,IN
CUST_04520,1035,964.99,6.04,0,1,Pune,IN
CUST_04521,175,268.96,5.87,0,1,Bangalore,IN
CUST_04522,763,269.84,1.23,0,1,Pune,IN
CUST_04523,739,1975.07,2.98,0,0,Kolkata,IN
CUST_04524,311,212.34,9.25,0,0,Chennai,IN
CUST_04525,1613,1009.71,1.03,0,0,Kolkata,IN
CUST_04526,283,266.65,0.96,0,0,Chennai,IN
CUST_04527,847,1057.15,5.12,0,0,Kolkata,IN
CUST_04528,1840,168.13,0.53,0,1,Kolkata,IN
CUST_04529,1950,689.04,1.18,0,0,Ahmedabad,IN
CUST_04530,1933,1075.64,1.97,4,0,Hyderabad,IN
CUST_04531,907,1099.41,4.37,0,0,Mumbai,IN
CUST_04532,1578,404.49,2.71,0,0,Bangalore,IN
CUST_04533,1470,711.49,1.16,0,1,Mumbai,IN
CUST_04534,174,481.57,1.29,0,0,Delhi,IN
CUST_04535,645,261.65,4.36,0,0,Hyderabad,IN
CUST_04536,1582,149.53,3.68,0,0,Kolkata,IN
CUST_04537,889,356.44,3.49,0,1,Bangalore,IN
CUST_04538,806,281.76,0.38,0,0,Mumbai,IN
CUST_04539,1353,1171.23,1.59,0,0,Mumbai,IN
CUST_04540,1849,123.74,0.87,2,0,Bangalore,IN
CUST_04541,1294,496.81,3.67,0,1,Mumbai,IN
CUST_04542,859,383.81,0.88,1,1,Pune,IN
CUST_04543,1815,444.2,1.15,0,0,Kolkata,IN
CUST_04544,1478,379.72,1.39,0,0,Pune,IN
CUST_04545,1863,1048.27,1.02,0,0,Hyderabad,IN
CUST_04546,17,171.48,1.77,1,0,Hyderabad,IN
CUST_04547,1844,145.56,5.21,0,0,Pune,IN
CUST_04548,1435,2061.17,1.05,0,0,Bangalore,IN
CUST_04549,914,541.12,5.17,0,0,Kolkata,IN
CUST_04550,1818,564.68,3.3,0,0,Chennai,IN
CUST_04551,1429,704.2,1.55,0,1,Ahmedabad,IN
CUST_04552,1818,2222.64,7.8,2,1,Hyderabad,IN
CUST_04553,1589,1815.17,1.47,0,0,Kolkata,IN
CUST_04554,1805,178.38,5.09,0,1,Chennai,IN
CUST_04555,173,1663.26,1.05,0,1,Pune,IN
CUST_04556,1101,1378.94,0.56,6,2,Mumbai,IN
CUST_04557,799,477.23,1.74,0,1,Hyderabad,IN
CUST_04558,1066,2071.55,3.92,0,1,Bangalore,IN
CUST_04559,438,262.81,2.46,0,1,Pune,IN
CUST_04560,1048,233.31,1.86,0,1,Delhi,IN
CUST_04561,1068,442.68,3.4,0,0,Pune,IN
CUST_04562,1551,1259.5,2.79,0,0,Hyderabad,IN
CUST_04563,48,516.08,7.36,0,0,Bangalore,IN
CUST_04564,1824,511.14,4.66,2,3,Mumbai,IN
CUST_04565,495,245.95,1.58,0,1,Pune,IN
CUST_04566,1488,355.92,3.1,0,0,Pune,IN
CUST_04567,1035,803.44,3.5,0,0,Kolkata,IN
CUST_04568,1500,1890.52,2.59,0,0,Delhi,IN
CUST_04569,1724,1006.21,3.68,0,0,Mumbai,IN
CUST_04570,532,415.71,3.02,0,0,Hyderabad,IN
CUST_04571,254,451.38,1.77,0,1,Hyderabad,IN
CUST_04572,1550,726.01,5.3,0,1,Mumbai,IN
CUST_04573,920,359.26,2.81,0,0,Delhi,IN
CUST_04574,1173,1372.82,6.01,0,0,Pune,IN
CUST_04575,929,1466.84,1.4,0,0,Mumbai,IN
CUST_04576,484,2246.55,2.72,0,0,Hyderabad,IN
CUST_04577,718,181.54,0.53,0,1,Chennai,IN
CUST_04578,583,547.86,0.36,0,1,Pune,IN
CUST_04579,1463,873.92,1.9,0,1,Bangalore,IN
CUST_04580,1065,449.35,5.86,0,0,Kolkata,IN
CUST_04581,216,619.76,2.43,0,0,Chennai,IN
CUST_04582,1058,941.19,7.63,0,0,Hyderabad,IN
CUST_04583,1686,472.03,1.38,0,0,Chennai,IN
CUST_04584,931,360.32,1.11,0,2,Hyderabad,IN
CUST_04585,301,484.3,5.96,0,0,Delhi,IN
CUST_04586,1697,513.46,5.14,0,1,Kolkata,IN
CUST_04587,168,348.57,4.36,0,0,Kolkata,IN
CUST_04588,128,352.29,3.45,0,0,Delhi,IN
CUST_04589,1820,492.23,1.08,0,0,Kolkata,IN
CUST_04590,976,379.75,3.88,0,0,Bangalore,IN
CUST_04591,914,445.35,12.79,0,0,Chennai,IN
CUST_04592,757,695.03,1.51,0,1,Delhi,IN
CUST_04593,1205,666.15,0.79,0,1,Kolkata,IN
CUST_04594,1786,779.69,4.37,0,0,Kolkata,IN
CUST_04595,1197,587.9,5.06,0,0,Pune,IN
CUST_04596,1304,142.17,0.76,0,0,Ahmedabad,IN
CUST_04597,902,1844.66,2.23,0,0,Kolkata,IN
CUST_04598,1499,476.11,2.88,0,0,Ahmedabad,IN
CUST_04599,1688,766.88,1.9,0,2,Kolkata,IN
CUST_04600,296,730.36,3.98,0,0,Bangalore,IN
CUST_04601,993,149.14,7.95,0,1,Bangalore,IN
CUST_04602,265,468.55,1.53,0,1,Ahmedabad,IN
CUST_04603,1423,703.69,5.81,0,0,Delhi,IN
CUST_04604,933,1081.85,1.52,0,1,Chennai,IN
CUST_04605,67,580.54,6.97,0,0,Ahmedabad,IN
CUST_04606,1934,702.42,1.75,0,0,Bangalore,IN
CUST_04607,1888,2720.71,2.35,0,0,Hyderabad,IN
CUST_04608,1233,116.05,1.17,0,1,Delhi,IN
CUST_04609,226,287.79,0.36,0,1,Kolkata,IN
CUST_04610,757,327.26,6.12,0,0,Delhi,IN
CUST_04611,83,759.7,10.89,0,1,Pune,IN
CUST_04612,242,1019.28,4.24,0,0,Bangalore,IN
CUST_04613,625,195.42,2.5,0,2,Hyderabad,IN
CUST_04614,622,894.75,2.79,0,0,Hyderabad,IN
CUST_04615,996,1187.75,2.64,0,1,Pune,IN
CUST_04616,1621,528.11,2.76,0,0,Mumbai,IN
CUST_04617,292,171.93,2.88,0,0,Bangalore,IN
CUST_04618,100,413.74,3.46,0,0,Kolkata,IN
CUST_04619,1821,1158.42,8.63,0,1,Pune,IN
CUST_04620,442,402.24,4.67,0,1,Pune,IN
CUST_04621,1678,439.42,1.34,0,0,Bangalore,IN
CUST_04622,5,496.13,2.73,0,0,Ahmedabad,IN
CUST_04623,1122,196.72,2.79,2,0,Delhi,IN
CUST_04624,139,173.81,3.31,0,0,Hyderabad,IN
CUST_04625,856,1443.15,3.11,1,0,Mumbai,IN
CUST_04626,1174,846.22,0.22,0,0,Ahmedabad,IN
CUST_04627,1159,938.93,2.18,0,0,Pune,IN
CUST_04628,1844,884.99,0.85,0,2,Ahmedabad,IN
CUST_04629,1601,120.24,0.9,0,0,Hyderabad,IN
CUST_04630,974,1218.81,0.53,0,1,Kolkata,IN
CUST_04631,1561,528.48,3.71,0,1,Bangalore,IN
CUST_04632,1034,260.94,1.77,0,1,Bangalore,IN
CUST_04633,1560,525.9,4.73,0,2,Ahmedabad,IN
CUST_04634,1367,689.29,3.7,0,0,Ahmedabad,IN
CUST_04635,306,471.5,3.56,0,0,Ahmedabad,IN
CUST_04636,183,393.66,2.84,4,0,Hyderabad,IN
CUST_04637,794,755.06,3.08,4,0,Kolkata,IN
CUST_04638,1844,430.0,2.57,0,0,Chennai,IN
CUST_04639,695,505.4,1.34,0,0,Kolkata,IN
CUST_04640,1963,541.69,0.61,0,1,Mumbai,IN
CUST_04641,1508,503.36,0.97,0,0,Ahmedabad,IN
CUST_04642,1323,364.88,2.66,0,2,Pune,IN
CUST_04643,1774,2294.43,5.62,0,0,Delhi,IN
CUST_04644,1449,1128.91,3.03,0,0,Bangalore,IN
CUST_04645,1172,588.85,1.0,0,0,Mumbai,IN
CUST_04646,1150,722.9,4.18,0,0,Pune,IN
CUST_04647,1319,1001.04,3.83,0,0,Delhi,IN
CUST_04648,395,231.1,0.57,0,0,Delhi,IN
CUST_04649,1961,503.11,2.63,0,0,Mumbai,IN
CUST_04650,1538,336.72,4.46,2,0,Chennai,IN
CUST_04651,1030,225.52,1.12,0,0,Ahmedabad,IN
CUST_04652,247,1402.92,0.68,0,0,Mumbai,IN
CUST_04653,1971,249.71,1.39,0,0,Bangalore,IN
CUST_04654,564,794.52,3.1,0,0,Mumbai,IN
CUST_04655,503,517.45,5.53,0,2,Chennai,IN
CUST_04656,174,446.36,1.18,0,0,Ahmedabad,IN
CUST_04657,823,502.53,0.45,0,0,Hyderabad,IN
CUST_04658,1007,731.92,6.73,0,1,Mumbai,IN
CUST_04659,697,659.64,2.38,0,0,Mumbai,IN
CUST_04660,370,275.92,1.3,0,0,Kolkata,IN
CUST_04661,50,416.52,2.52,1,1,Kolkata,IN
CUST_04662,783,994.58,5.84,0,0,Hyderabad,IN
CUST_04663,187,736.28,2.16,0,0,Pune,IN
CUST_04664,204,285.27,1.67,0,0,Delhi,IN
CUST_04665,585,1288.37,0.93,0,0,Bangalore,IN
CUST_04666,375,332.87,2.18,0,0,Bangalore,IN
CUST_04667,1574,677.66,2.84,2,3,Pune,IN
CUST_04668,316,487.63,1.53,0,0,Delhi,IN
CUST_04669,1951,606.32,2.29,0,2,Pune,IN
CUST_04670,1390,249.46,3.52,0,0,Kolkata,IN
CUST_04671,121,338.0,7.18,3,2,Bangalore,IN
CUST_04672,372,341.94,1.31,0,0,Hyderabad,IN
CUST_04673,1461,704.09,5.74,0,0,Mumbai,IN
CUST_04674,611,436.03,0.78,0,1,Mumbai,IN
CUST_04675,203,733.12,1.86,0,0,Kolkata,IN
CUST_04676,292,386.22,0.18,1,1,Hyderabad,IN
CUST_04677,1829,633.25,2.28,1,0,Kolkata,IN
CUST_04678,529,573.76,2.63,1,2,Hyderabad,IN
CUST_04679,1929,206.17,2.3,0,0,Kolkata,IN
CUST_04680,107,1294.77,3.75,0,0,Delhi,IN
CUST_04681,491,995.98,3.59,0,1,Chennai,IN
CUST_04682,1010,163.12,2.92,0,0,Chennai,IN
CUST_04683,1945,133.74,2.06,0,0,Kolkata,IN
CUST_04684,552,639.67,2.84,0,0,Delhi,IN
CUST_04685,652,205.34,4.2,0,1,Mumbai,IN
CUST_04686,1133,600.47,1.34,0,0,Ahmedabad,IN
CUST_04687,135,659.19,2.25,0,0,Kolkata,IN
CUST_04688,60,236.02,1.04,0,0,Ahmedabad,IN
CUST_04689,1298,2920.4,0.57,0,2,Kolkata,IN
CUST_04690,1872,171.82,1.01,0,0,Chennai,IN
CUST_04691,552,1198.09,5.0,0,0,Mumbai,IN
CUST_04692,505,732.99,4.96,1,0,Delhi,IN
CUST_04693,624,959.5,2.27,0,0,Bangalore,IN
CUST_04694,914,118.28,0.96,0,1,Kolkata,IN
CUST_04695,1734,637.46,2.88,0,0,Delhi,IN
CUST_04696,1604,260.28,3.04,0,1,Chennai,IN
CUST_04697,765,596.84,1.6,0,1,Bangalore,IN
CUST_04698,1602,245.2,0.96,5,0,Bangalore,IN
CUST_04699,1101,891.75,1.74,0,1,Chennai,IN
CUST_04700,1969,203.04,5.51,0,0,Kolkata,IN
CUST_04701,86,124.64,1.41,0,1,Ahmedabad,IN
CUST_04702,1665,1201.15,2.38,0,0,Mumbai,IN
CUST_04703,1969,604.22,11.76,0,0,Ahmedabad,IN
CUST_04704,1338,804.96,1.12,0,1,Pune,IN
CUST_04705,2,1679.37,7.92,0,0,Bangalore,IN
CUST_04706,1912,224.27,2.66,2,1,Mumbai,IN
CUST_04707,560,497.71,1.64,0,1,Ahmedabad,IN
CUST_04708,1720,833.25,2.4,4,0,Pune,IN
CUST_04709,720,806.72,3.15,0,1,Kolkata,IN
CUST_04710,1199,591.38,6.02,0,0,Chennai,IN
CUST_04711,94,371.23,4.89,0,0,Pune,IN
CUST_04712,1514,166.1,4.99,0,1,Bangalore,IN
CUST_04713,616,333.4,1.78,0,0,Delhi,IN
CUST_04714,810,629.39,2.91,0,1,Delhi,IN
CUST_04715,1701,286.29,3.08,0,1,Delhi,IN
CUST_04716,1485,1350.29,3.25,4,0,Bangalore,IN
CUST_04717,1799,567.11,3.05,2,0,Pune,IN
CUST_04718,432,324.44,4.3,0,0,Kolkata,IN
CUST_04719,1811,366.48,1.22,5,0,Hyderabad,IN
CUST_04720,1301,838.5,3.32,0,0,Hyderabad,IN
CUST_04721,1542,997.68,2.74,0,0,Pune,IN
CUST_04722,560,427.58,2.98,0,1,Ahmedabad,IN
CUST_04723,1357,658.48,4.16,0,0,Chennai,IN
CUST_04724,700,1268.63,3.07,0,0,Hyderabad,IN
CUST_04725,942,821.3,2.07,0,0,Chennai,IN
CUST_04726,33,353.83,1.13,1,0,Hyderabad,IN
CUST_04727,1324,296.58,3.48,0,0,Bangalore,IN
CUST_04728,1247,347.67,0.9,0,1,Mumbai,IN
CUST_04729,9,580.75,5.88,0,1,Ahmedabad,IN
CUST_04730,1378,379.58,3.73,0,2,Mumbai,IN
CUST_04731,847,196.07,7.78,1,0,Bangalore,IN
CUST_04732,1562,732.62,4.87,0,1,Ahmedabad,IN
CUST_04733,1103,1040.2,7.49,4,1,Kolkata,IN
CUST_04734,1613,1149.32,5.61,0,0,Delhi,IN
CUST_04735,1104,908.82,1.01,0,0,Delhi,IN
CUST_04736,1828,381.11,2.66,0,0,Mumbai,IN
CUST_04737,1377,490.2,1.45,0,0,Ahmedabad,IN
CUST_04738,723,1072.56,6.79,0,1,Delhi,IN
CUST_04739,1695,921.09,9.2,0,0,Kolkata,IN
CUST_04740,793,841.27,2.52,0,0,Hyderabad,IN
CUST_04741,1719,503.82,1.62,0,0,Bangalore,IN
CUST_04742,256,839.52,1.56,1,1,Mumbai,IN
CUST_04743,759,1574.34,3.96,0,1,Ahmedabad,IN
CUST_04744,911,701.89,1.54,0,1,Chennai,IN
CUST_04745,454,2196.36,1.4,0,0,Mumbai,IN
CUST_04746,1554,310.65,1.6,0,0,Mumbai,IN
CUST_04747,1394,341.85,1.5,0,0,Pune,IN
CUST_04748,393,114.33,1.16,0,0,Hyderabad,IN
CUST_04749,1672,425.4,2.71,0,0,Delhi,IN
CUST_04750,1656,445.29,1.52,0,0,Pune,IN
CUST_04751,480,1529.17,2.61,0,1,Chennai,IN
CUST_04752,1982,257.01,7.39,0,1,Ahmedabad,IN
CUST_04753,76,421.36,1.5,0,0,Hyderabad,IN
CUST_04754,1010,664.73,2.98,0,1,Pune,IN
CUST_04755,15,345.82,0.53,1,1,Chennai,IN
CUST_04756,1682,1167.48,4.4,0,0,Chennai,IN
CUST_04757,228,517.81,6.19,0,0,Kolkata,IN
CUST_04758,1166,613.51,2.84,5,2,Pune,IN
CUST_04759,350,274.89,4.71,0,0,Ahmedabad,IN
CUST_04760,1352,860.04,0.89,0,0,Chennai,IN
CUST_04761,134,775.47,2.64,0,1,Bangalore,IN
CUST_04762,1528,278.02,2.56,0,0,Bangalore,IN
CUST_04763,261,166.78,3.27,0,0,Delhi,IN
CUST_04764,1912,209.42,4.25,1,0,Pune,IN
CUST_04765,1805,131.21,3.85,0,0,Chennai,IN
CUST_04766,393,826.33,6.36,0,1,Pune,IN
CUST_04767,1987,318.39,3.46,0,2,Mumbai,IN
CUST_04768,1395,140.85,2.01,0,0,Pune,IN
CUST_04769,5,72.89,0.19,0,0,Ahmedabad,IN
CUST_04770,1313,641.0,3.45,0,0,Kolkata,IN
CUST_04771,1749,82.17,1.97,0,0,Mumbai,IN
CUST_04772,886,372.56,0.78,0,0,Hyderabad,IN
CUST_04773,562,159.42,2.54,0,0,Kolkata,IN
